logFC AveExpr t P.Value adj.P.Val B Entrez_Gene_ID
OR6C2 0.01764552 5.903505 0.7540278 0.4526216 0.7288808 -6.7089621093 341416
OR6C3 0.00855274 5.931736 0.3650118 0.7158809 0.8865028 -6.9262288014 254786
OR6C4 0.01209594 5.880883 0.5180554 0.605575 0.8299945 -6.8586749225 341418
OR6C6 0.02708945 5.920044 1.285219 0.2017131 0.476326 -6.1724589578 283365
OR6C65 0.01133731 6.012475 0.624909 0.5334679 0.7839656 -6.7977077544 403282
OR6C68 0.01045716 5.826258 0.5391882 0.5909671 0.8206807 -6.8475158811 403284
OR6C70 0.02899761 5.876288 1.158599 0.2494058 0.5371444 -6.3251211999 390327
OR6C74 -0.03985497 5.873918 -2.018317 0.0462623 0.1766405 -4.9937393953 254783
OR6C75 0.02080943 5.995719 0.9401097 0.3494486 0.6424826 -6.5522212278 390323
OR6C76 0.01844256 5.850859 0.6971868 0.4873193 0.7532007 -6.7500577695 390326
OR6F1 0.001615849 5.964128 0.07210306 0.9426653 0.9799481 -6.990312931 343169
OR6K2 -0.003541004 5.98068 -0.1508633 0.8803904 0.9585716 -6.981518394 81448
OR6K3 -0.02965414 5.945927 -1.443498 0.152036 0.4028766 -5.9601697141 391114
OR6K6 0.02547479 5.866859 1.062291 0.290687 0.5841837 -6.4309216606 128371
OR6M1 0.01945334 5.860308 0.8565759 0.3937472 0.6826281 -6.6267803583 390261
OR6N1 0.05261235 5.963594 2.00252 0.04796256 0.1813156 -5.0242953425 128372
OR6N2 0.01825926 5.947113 0.7204148 0.4729666 0.7439629 -6.7336489758 81442
OR6Q1 -0.005720864 5.943206 -0.2949736 0.7686315 0.9112249 -6.9493553787 219952
OR6S1 -0.005460105 5.9232695 -0.19476465 0.39735545 0.67451945 -6.5999066821 341799
OR6T1 0.0219967 5.867447 1.105763 0.271508 0.5615983 -6.3842730092 219874
OR6V1 -0.0318155 6.088905 -1.5778 0.1178006 0.341959 -5.7615566291 346517
OR6W1P 0.06209228 5.930696 2.546846 0.01240965 0.06234554 -3.8468427637 NA
OR6X1 0.03464685 5.9751485 1.26916915 0.27055532 0.4936649 -6.05374465155 390260
OR6Y1 -0.006532612 5.958362 -0.2454962 0.8065803 0.9279641 -6.962739242 391112
OR7A10 -0.0233015 5.943504 -1.084306 0.2808616 0.572574 -6.4075261965 390892
OR7A17 0.01050368 6.081823 0.3317517 0.7407778 0.8984322 -6.9378219365 26333
OR7A5 -0.05085977 6.005937 -2.011826 0.04695455 0.1785271 -5.0063206769 26659
OR7C1 -0.01250963 5.908535 -0.4852117 0.6285978 0.8419273 -6.8751370229 26664
OR7C2 0.02207138 5.997857 1.034653 0.3033506 0.5976178 -6.4596284321 26658
OR7D2 -0.0005699029 5.920341 -0.02018345 0.9839376 0.9937086 -6.9927127894 162998
OR7D4 0.01930821 6.000602 0.9533069 0.3427555 0.636131 -6.5398186045 125958
OR7E156P 0.0052672525 6.5239335 0.0901521 0.83134315 0.937212 -6.96582916375 NA
OR7E24 0.0204949975 5.9304555 0.7190288 0.42076855 0.58864655 -6.21609474525 26648
OR7E37P -0.02498245 6.489804 -0.6149234 0.5400157 0.7883434 -6.8038846702 NA
OR7E91P -0.014983915 6.1444585 -0.2866117 0.41768175 0.67994365 -6.594031651 NA
OR7G1 0.01093426 6.060372 0.3627314 0.7175785 0.8875011 -6.9270589177 125962
OR7G2 0.08019984 6.069634 1.451098 0.1499126 0.3992309 -5.94938065 390882
OR7G3 -0.02212274 6.038101 -0.7328345 0.4653904 0.738035 -6.7246570828 390883
OR8A1 0.01208486 5.98688 0.5252248 0.6006008 0.8269777 -6.8549389014 390275
OR8B12 -0.01779563 6.019504 -0.8365187 0.4048771 0.691646 -6.6436662413 219858
OR8B2 0.009149515 6.002225 0.3752647 0.7082661 0.8824441 -6.9224324831 26595
OR8B3 -0.006376894 5.928524 -0.2689834 0.788502 0.9197583 -6.9566909092 390271
OR8B4 -0.0103819 5.956784 -0.5212694 0.6033428 0.8286893 -6.8570063989 283162
OR8B8 0.04885988 5.802452 1.866594 0.06491675 0.2265822 -5.2780293739 26493
OR8D1 0.008393164 5.916762 0.3952725 0.6934919 0.8755926 -6.9147223127 283159
OR8D2 0.004295869 6.121428 0.183794 0.8545509 0.946374 -6.9760001084 283160
OR8D4 -0.01137879 5.96089 -0.4715961 0.6382524 0.8468489 -6.8816469482 338662
OR8G1 0.01642808 5.990208 0.6689703 0.5050708 0.765394 -6.7692742224 26494
OR8G2 0.02853506 6.062006 1.071317 0.2866306 0.5794283 -6.4213864323 26492
OR8G5 -0.01419863 5.948282 -0.7152351 0.4761465 0.7457644 -6.7373541068 219865
OR8H1 0.01000132 6.0056915 0.48039775 0.3852274 0.6177347 -6.4066578081 219469
OR8H2 -0.002255425 5.9382655 -0.0625396 0.53848105 0.78704435 -6.7997636201 390151
OR8H3 -0.03120719 6.077683 -1.39586 0.1658781 0.4244851 -6.0265559736 390152
OR8I2 -0.01004121 5.747231 -0.3780416 0.7062087 0.8813931 -6.9213862326 120586
OR8J1 -0.009417216 5.975285 -0.34130755 0.6014793 0.8003645 -6.7808853765 219477
OR8J3 -0.0081270765 6.056724 -0.440619 0.45781975 0.6845663 -6.56210945455 81168
OR8K1 -0.03133251 5.974996 -1.191323 0.2363742 0.5210929 -6.2871388182 390157
OR8K3 0.01861269 5.899408 0.6788711 0.4988029 0.7614849 -6.7626210139 219473
OR8K5 -0.020623475 6.098079 -0.75544435 0.4676462 0.72192425 -6.67291368145 219453
OR8S1 0.07305334 5.871353 3.331789 0.001213895 0.008648183 -1.7253253071 341568
OR8U1 0.008216318 5.933921 0.3696355 0.7124433 0.8845678 -6.9245297778 219417
OR8U8 0.04526767 5.892303 2.125431 0.03603823 0.1465507 -4.7807420578 504189
OR8U9 -0.01783719 5.948947 -0.79921435 0.328863925 0.49554385 -5.85341491625 504190
OR9A2 0.0292724 6.096851 1.218949 0.225759 0.5073268 -6.2542732431 135924
OR9A4 0.04501597 5.867185 1.461504 0.1470428 0.3944601 -5.934521074 130075
OR9G1 0.016224255 5.949403 0.628518 0.5351951 0.78136505 -6.7856085018 390174
OR9G4 0.005733829 5.941556 0.2243141 0.8229751 0.9345345 -6.9677209186 283189
OR9G9 0.005750657 6.07925 0.2686851 0.7887309 0.919915 -6.9567711769 504191
OR9I1 0.00879239 6.298505 0.2630022 0.7930953 0.9213734 -6.9582835104 219954
OR9K2 0.02014328 5.926954 0.9384557 0.3502933 0.643282 -6.5537635759 441639
OR9Q1 0.00894514 5.740053 0.3853895 0.7007754 0.8791677 -6.9185807002 219956
OR9Q2 0.02341182 5.930803 0.9753838 0.3317464 0.6256419 -6.518691706 219957
ORAI1 0.172154 6.692957 3.381676 0.001032539 0.007514599 -1.5748530907 84876
ORAI2 0.07324073 6.183571 2.891143 0.004717944 0.02788355 -2.9749671494 80228
ORAI3 -0.04654469 6.874567 -1.130496 0.2609976 0.5501758 -6.3569183599 93129
ORAOV1 0.0657726 8.234719 1.083295 0.281308 0.5730759 -6.4086115554 220064
ORC1L 0.04222949 6.120638 1.443726 0.1519721 0.4027973 -5.9598474893 4998
ORC2L 0.1675468 8.014897 2.209369 0.02945312 0.1252801 -4.6068205728 4999
ORC3L -0.1067921 7.161953 -2.041153 0.0438956 0.1698973 -4.9491768273 23595
ORC4L 0.006515399 6.404116 0.1906727 0.8491723 0.9438316 -6.9747103934 5000
ORC5L 0.116151066666667 7.11903733333333 2.5630227 0.277493175320613 0.4656946882127 -1.57466865253333 5001
ORC6L -0.029069315 9.621673 -0.6884677 0.51247715 0.7484954 -6.71034634605 23594
ORM1 -0.9990913 7.479307 -2.043189 0.04368972 0.1693278 -4.9451813529 5004
ORM2 -0.8931326 7.746462 -3.205214 0.001816855 0.01230423 -2.0990603577 5005
ORMDL1 0.026420495 7.2128515 0.8084685 0.5110728 0.67572085 -6.4597777724 94101
ORMDL2 0.06465642 6.246871 2.055422 0.04247009 0.1656449 -4.921098377 29095
ORMDL3 -0.08360503 7.450145 -1.463394 0.1465264 0.3936171 -5.9318120345 94103
OS9 0.1284463 7.585254 2.663176 0.009035711 0.04806006 -3.5629090936 10956
OSAP -0.2963359 6.278231 -7.383558 1.0005473315e-09 2.75159953e-08 14.7710799988 84709
OSBP 0.1166653 10.337013 2.61047 0.01044528 0.05410817 -3.692918293 5007
OSBP2 0.1282639 6.327022 4.139915 7.309723e-05 0.0007215107 0.9191297253 23762
OSBPL10 -0.2020468 7.631151 -2.995903 0.003457518 0.02145055 -2.6911252349 114884
OSBPL11 -0.04933799 6.068221 -1.705294 0.09127441 0.2887091 -5.5575103166 114885
OSBPL1A -0.143653595333333 6.99120266666667 -2.56053263333333 0.2984839913 0.328289440866667 -2.41669465726667 114876
OSBPL2 -0.118703655 6.819249 -2.1684185 0.071772174 0.2053166 -4.4957968989 9885
OSBPL3 -0.070670538 6.1910935 -1.865793595 0.4720135755 0.491271295 -3.61406788285 26031
OSBPL5 -0.045463915 9.3430175 -0.65318415 0.4305087 0.61333755 -6.3178666426 114879
OSBPL6 -0.0915054 6.475861 -2.34717735 0.29333315401685 0.40907708694 -0.85623532585 114880
OSBPL7 0.05624811 7.300669 1.21609515 0.344680655 0.52063355 -5.99492816965 114881
OSBPL8 -0.081907455 6.5738515 -1.1355002 0.37730775 0.54941325 -6.09109650945 114882
OSBPL9 0.01245696 7.71777566666667 -0.2664245 0.312060933333333 0.578214433333333 -6.37771285886667 114883
OSCAR -0.050490805 6.6319755 -1.0252121 0.31528875 0.6010335 -6.4540047456 126014
OSGEP -0.01207898 7.344034 -0.2731055 0.7853408 0.9184491 -6.9555725208 55644
OSGEPL1 0.0436543245 6.3777125 1.01854265 0.459195555 0.58882195 -6.14273842325 64172
OSGIN1 -0.010811681 6.069399 -0.42950345 0.6686418 0.86290255 -6.90012368095 29948
OSGIN2 0.01707756 6.42105 0.3335773 0.7394038 0.8979002 -6.9372142248 734
OSM 0.06671462 6.384259 1.507338 0.1349073 0.373707 -5.8678610417 5008
OSMR 0.009104138 6.232188 0.2494737 0.8035111 0.9266145 -6.9617537588 9180
OSR1 -0.66003 7.583855 -6.659297 1.552264e-09 4.383095e-08 11.3305183787 130497
OSR2 -0.19490762 6.56562766666667 -2.50821733333333 0.0322433900051118 0.121468766887534 1.93339931086667 116039
OSTalpha 0.2789079 6.344718 3.3802 0.001037519 0.007539564 -1.5793312892 200931
OSTbeta -0.04662653 6.041715 -2.022921 0.04577651 0.1753361 -4.9847913045 123264
OSTF1 0.2473942 8.661007 3.214615 0.001763886 0.0119889 -2.0717047871 26578
OSTM1 -0.01197884 6.796092 -0.188689 0.8507227 0.944604 -6.9750871901 28962
OSTN 0.007800848 5.932238 0.3486438 0.7280968 0.8922572 -6.9320720044 344901
OTC -0.006163153 5.911731 -0.2840741 0.7769466 0.9148428 -6.9525138525 5009
OTOA -0.03344096 5.978565 -1.61944733333333 0.184965590333333 0.391829343333333 -5.45459904876667 146183
OTOF -0.0106087576666667 5.95636666666667 -0.378251736666667 0.633271033333333 0.776349466666667 -6.663665509 9381
OTOG -0.07740485 6.072906 -3.4959 0.0007085846 0.005400918 -1.2237007089 340990
OTOP1 -0.005210741 6.064231 -0.2314797 0.8174197 0.9323433 -6.9660859007 133060
OTOP2 -0.04100947 5.936394 -1.652238 0.1016531 0.3099736 -5.6442445163 92736
OTOP3 0.004314137 5.98176 0.1793719 0.8580122 0.9479734 -6.9768042227 347741
OTOR 0.007114252 5.966551 0.25889195 0.6959007 0.8635034 -6.87725750065 56914
OTOS -0.006430674 5.92791 -0.2811366 0.7791922 0.9156466 -6.9533447937 150677
OTP 0.02069964 6.073124 0.5735635 0.0236730915 0.093725855 -3.5828146445 23440
OTUB1 0.0500341526666667 6.93359366666667 1.41914803333333 0.397295775666667 0.516576573333333 -5.08960861326667 NA
OTUB2 0.048142482 6.14253533333333 1.4227542 0.295360432606333 0.44551663052 -2.69906201743333 78990
OTUD1 -0.072487075 6.3904765 -2.175819 0.03683684 0.14309186 -4.6510291804 220213
OTUD3 -0.02948285 6.142887 -1.022091 0.3092282 0.6034573 -6.4724323845 23252
OTUD4 0.01749691 6.369006 0.244941766666667 0.3925297 0.6798418 -6.620922419 54726
OTUD5 -0.05776584 6.758504 -1.358839 0.1772842 0.4417944 -6.0766672125 55593
OTUD6A 0.02137458 6.037779 0.7898477 0.4315038 0.7132405 -6.6814301277 139562
OTUD6B 0.038833895 6.617526 0.88300195 0.4103133 0.66178975 -6.5387672682 51633
OTUD7A 0.00830174866666667 6.10102066666667 0.2228452 0.687490866666667 0.857725366666667 -6.8675800013 161725
OTX1 0.1905732 6.298512 2.387812 0.01884569 0.08755544 -4.2169452164 5013
OTX2 0.0180613033333333 6.04851566666667 0.828166633333333 0.430863766666667 0.688925066666667 -6.6054842555 5015
OVCA2 -0.0136267 6.036772 -0.4053992 0.6860585 0.8719094 -6.91066775 124641
OVCH1 -0.02393067 5.93396 -0.7377811 0.462392 0.7361835 -6.7210333831 341350
OVCH2 -0.01246529 5.89538 -0.4599515 0.6465592 0.8517527 -6.8870682367 341277
OVGP1 0.06304675 7.410097 0.9903222 0.32443 0.6187923 -6.504127051 5016
OVOL1 0.022877745 6.0120685 0.7598387 0.46306255 0.72142005 -6.6740626871 5017
OVOL2 0.396159 9.115707 6.209768 1.24953e-08 2.910108e-07 9.2946702299 58495
OVOS 0.004392212 6.195968 0.1653902 0.868974 0.9528927 -6.9792178723 408186
OVOS2 -0.0170220348 5.9957088 -0.7100375 0.38441036 0.61634028 -6.4181027806 144203
OXA1L 0.2462619 8.512974 5.140677 1.379681e-06 2.069182e-05 4.7273502236 5018
OXCT1 -0.05257695 6.782027 -0.955939 0.3414307 0.6349525 -6.5373246926 5019
OXCT2 -0.3954108 7.576162 -5.426095 4.093025e-07 6.878544e-06 5.9029326452 64064
OXER1 -0.3389595 6.25633 -9.545344 1.070369e-15 1.096328e-13 25.2563799927 165140
OXGR1 -0.0012295 6.0495545 0.137454 0.110929395 0.3244754 -5.6817091884 27199
OXR1 -0.2942404 9.617263 -3.056927 0.002874898 0.01835558 -2.5219103045 55074
OXSM 0.1807568 6.472215 4.79769 5.677261e-06 7.346886e-05 3.3637908654 54995
OXSR1 -0.08608464 9.594124 -1.887071 0.06207935 0.2193928 -5.2408640996 9943
OXT -0.1197689 6.082626 -4.090978 8.760462e-05 0.0008483559 0.7470889634 5020
OXTR -0.1294159 6.379863 -2.366962 0.01987933 0.09144944 -4.2638979748 5021
P11 0.002497871 6.167577 0.08854821 0.9296198 0.9748834 -6.9889897428 8909
P117 0.1553493 9.413833 2.885841 0.004791778 0.02824936 -2.9891064864 125988
P15RS -0.123232575 9.531538 -1.57759605 0.25890721 0.41788776 -5.3824258109 55197
P2RX1 -0.6697337 7.212729 -8.27582 6.12085e-13 3.418962e-11 19.0140241555 5023
P2RX2 -0.122392702 6.3312536 -1.7292742 0.06695695052494 0.1708955868252 -2.16635243424 22953
P2RX3 0.0161057936666667 5.98538333333333 0.578620966666667 0.4866191 0.6917513 -6.5285456775 5024
P2RX4 0.4321898 8.568412 7.08137 2.094927e-10 7.009792e-09 13.2897090344 5025
P2RX5 0.018577131 5.955419 0.73000135 0.4989272 0.72544035 -6.65433818745 5026
P2RX6P 0.03011769 5.924024 1.135946 0.2587204 0.5477249 -6.350811028 NA
P2RX7 -0.07338074 6.921301 -1.675998 0.09689287 0.3001995 -5.6057222574 5027
P2RXL1 0.007911757 5.910559 0.3367775 0.7369972 0.8967587 -6.9361409451 9127
P2RY1 -0.00278946 6.413921 -0.05605422 0.9554115 0.9838191 -6.9913430724 5028
P2RY10 -0.0275675335 6.053141 -0.877546835 0.51950376 0.63872925 -6.2912336927 27334
P2RY11 0.2636841 7.263138 4.596674 1.268521e-05 0.0001515621 2.5917325814 5032
P2RY12 -0.01277206 6.155765 -0.5181413 0.6055153 0.8299394 -6.8586304554 64805
P2RY13 -0.0536314413333333 6.22992933333333 -0.6792988 0.3465714129 0.417077184666667 -4.28210393793333 53829
P2RY14 -0.0111393933333333 5.87616533333333 -0.394170666666667 0.280602133333333 0.570553966666667 -6.39738230976667 9934
P2RY2 -0.0312997475 6.02500625 -0.65171065 0.19015652942028 0.3320521483685 -2.468004103975 5029
P2RY4 -0.009139761 5.839421 -0.3537512 0.7242773 0.8906177 -6.9302774176 5030
P2RY5 -0.1686976 8.317252 -2.201876 0.02999491 0.1270819 -4.6225939734 10161
P2RY6 -0.06694969 6.098588 -2.4696226 0.167978023726667 0.278173267433333 -3.1469250679 5031
P2RY8 -0.1650422 7.061798 -2.433951 0.01672632 0.07958619 -4.1117448095 286530
P4HA1 0.1846499 6.519769 3.53643 0.0006187419 0.00479195 -1.0969165711 5033
P4HA2 -0.162023346666667 7.108606 -2.09865366666667 0.07340298166 0.168973360733333 -2.2843654339 8974
P4HA3 0.01868657 6.062681 0.761966 0.4478911 0.7251498 -6.7029695233 283208
P4HB 0.5891824 12.23807 9.163819 7.267773e-15 6.106937e-13 23.3721777906 5034
P53AIP1 -0.094634075 6.079711 -2.81203755 0.1700438280005 0.31684050875 -1.8406337065 63970
P704P -0.01963121 6.17572 -0.6206638 0.5362466 0.7858037 -6.8003457926 641455
P76 0.2160187 8.016943 2.579064 0.01137684 0.05806212 -3.7693131062 196463
P8 0.3421654 8.630174 3.194577 0.001878582 0.01265357 -2.1299371221 26471
PA2G4 0.3368281 8.773656 5.225471 9.649239e-07 1.505145e-05 5.0728919166 5036
PA2G4P4 0.03062662 5.985852 0.8516027 0.3964892 0.6849572 -6.6310039963 NA
PAAF1 0.04005536 8.606168 0.9542699 0.3422705 0.6357329 -6.5389069969 80227
PABPC1 0.3160683 9.7576695 3.4298775 0.0016742381 0.010843344 -1.371490173 26986
PABPC1L2B 0.8306848 7.561348 7.024839 2.745528e-10 8.928838e-09 13.0249361307 645974
PABPC3 -0.012927512 5.9778965 -0.49641745 0.62834055 0.83178675 -6.8478134408 5042
PABPC4 0.3237669 10.8723 4.047884 0.0001026329 0.0009752527 0.5967896788 8761
PABPC5 0.00772159666666667 5.953479 0.383984366666667 0.507284033333333 0.752973033333333 -6.7258024147 140886
PABPN1 0.1056953 10.059366 1.604831 0.1117153 0.3299157 -5.7195497664 8106
PACAP 0.1267478 6.207046 3.125604 0.002328716 0.01523719 -2.328111914 51237
PACRG 0.029365815 6.10947575 0.6826189 0.2877751925 0.5348217 -6.190593756525 135138
PACS1 0.2694404 8.828866 2.827905 0.005670663 0.03260715 -3.1421822839 55690
PACS2 0.00881248 7.264835 0.1675695 0.8672637 0.9520643 -6.9788545335 23241
PACSIN1 0.05490906 6.470366 1.62609 0.1071084 0.320778 -5.686036433 29993
PACSIN2 -0.1146304 10.674159 -2.022096 0.04586323 0.1755003 -4.9863959442 11252
PACSIN3 0.01925236 8.435019 0.2778606 0.7816986 0.9167591 -6.9542613056 29763
PADI1 -0.005512042 6.079138 -0.2360757 0.8138615 0.9308982 -6.9650101881 29943
PADI2 0.007041223 6.106784 0.1540992 0.8778451 0.9575132 -6.9810242316 11240
PADI3 -0.1005106 6.021991 -3.175649 0.001993276 0.01333932 -2.1846716848 51702
PADI4 -0.07754294 6.084118 -2.703535 0.008075438 0.04382445 -3.4618344369 23569
PADI6 -0.03981552 6.026613 -1.845207 0.06799544 0.2341914 -5.3164433943 353238
PAEP -0.01231205 5.9089125 -0.2132316 0.46805 0.728814 -6.6931561244 5047
PAF1 -0.05687839 8.75552 -0.7473379 0.4566304 0.731824 -6.7139641763 54623
PAFAH1B1 -0.1404457 8.165431 -1.477676 0.1426677 0.3872283 -5.9112257571 5048
PAFAH1B2 -0.02201614 6.038042 -0.8496428 0.397573 0.6858391 -6.6326618354 5049
PAFAH1B3 0.6857607 9.554736 8.781081 4.940901e-14 3.514397e-12 21.4874065774 5050
PAFAH2 0.08466674 7.659229 1.248015 0.2149682 0.4935647 -6.2189064721 5051
PAG1 -0.00506330666666667 6.373398 0.00611723333333334 0.4960711 0.7436353 -6.70955659373333 55824
PAGE1 -0.030872 5.987202 -1.374951 0.1722494 0.4344364 -6.0550181213 8712
PAGE2 0.0217585 5.917078 0.9411309 0.3489277 0.6421223 -6.5512675427 203569
PAGE2B 0.00411684 5.863202 0.1623473 0.8713631 0.9541599 -6.9797172435 389860
PAGE3 0.01052781 5.965044 0.5013324 0.6172498 0.8361008 -6.8671909132 139793
PAGE4 -0.9211605 8.24702 -6.247509 1.051037e-08 2.488324e-07 9.4633298637 9506
PAGE5 -0.00861508766666667 5.97319733333333 -0.3973845 0.585221433333333 0.804957266666667 -6.80856713106667 90737
PAH -0.032281066 5.995749 -1.0672893 0.4152133 0.509838735 -5.60559005295 5053
PAICS 0.495203053333333 8.52920366666667 7.62680263333333 0.159405833333333 0.249081866666667 21.9555151087667 10606
PAIP1 0.0368156066666667 6.21363066666667 0.919696766666667 0.171756093333333 0.3823596 -5.70085071473333 10605
PAIP2 0.0381383433333333 7.389179 1.2220701 0.331287693333333 0.5035248 -6.0130627323 51247
PAIP2B -0.0003233399 6.102153 -0.009932913 0.9920948 0.9970542 -6.9928674131 400961
PAK1 -0.453915 7.648224 -6.714937 1.194801e-09 3.445731e-08 11.5863443542 5058
PAK1IP1 -0.52181225 8.083717 -6.1845125 4.69666465e-08 9.0798904e-07 9.2094365655 55003
PAK2 0.03290571 6.97380433333333 0.7161251 0.43727419 0.605343533333333 -6.10239355183333 5062
PAK3 -0.05366426 6.206677 -1.72835 0.08704205 0.2791727 -5.5190135029 5063
PAK4 0.131885925 6.73771033333333 2.47041973333333 0.35491655154134 0.462405933632667 -1.71490698646667 10298
PAK6 -0.1726597 7.073225 -1.969403 0.05170058 0.1919079 -5.0876344166 56924
PAK7 -0.03503361 6.075579 -1.4943435 0.356388872 0.446144986 -4.28325200695 57144
PALB2 0.0785647 6.818703 2.043218 0.04368675 0.1693278 -4.9451234815 79728
PALLD -1.058779 10.84924 -10.07507 7.475041e-17 1.001861e-14 27.8751964948 23022
PALM -0.188134366666667 7.54116566666667 -2.5806911 0.232873499603333 0.302620455573333 -1.5450650506 5064
PALM2 0.037340435 5.9543595 1.4023848 0.305654711 0.420880079 -4.31664402065 114299
PALM2-AKAP2 -0.005982556 5.9284915 -0.244828 0.8071207 0.92770285 -6.96277473665 445815
PALMD -0.01426397 6.041849 -0.594342 0.5536387 0.7978806 -6.8163043412 54873
PAM -0.1682558 11.101047 -2.141946 0.03465009 0.1422202 -4.7470072699 5066
PAN2 -0.05218075 7.778033 -1.117285 0.2665756 0.5564358 -6.3716029966 9924
PAN3 -0.04505368 9.35675 -0.7611661 0.4483665 0.7255347 -6.7035761465 255967
PANK1 -0.108843286666667 6.31284133333333 -2.86147733333333 0.0744795549333333 0.1738475795 -2.41247736243333 53354
PANK2 -0.0145341586666667 7.51306066666667 -0.400983866666667 0.506522 0.723171633333333 -6.62611127976667 80025
PANK3 0.1522564 6.431036 3.908675 0.000169935 0.001534746 0.1190992593 79646
PANK4 0.07157756 7.144679 1.883624 0.06254957 0.220503 -5.2471469242 55229
PANX1 -0.044164 6.454289 -1.203391 0.2316936 0.5147427 -6.2728713064 24145
PANX2 0.1685946 6.685121 3.193266 0.001886324 0.01270045 -2.1337370208 56666
PANX3 0.01182988 6.226219 0.4436489 0.6582642 0.8581883 -6.8944312884 116337
PAOX 0.305707493333333 7.30035833333333 3.850733 0.0335699546456667 0.102682660796667 0.762489253633333 196743
PAP2D -0.0047097935 5.949011 -0.18815175 0.85163015 0.9451505 -6.9718988272 163404
PAPD1 0.01183707 8.24066 0.2164565 0.8290772 0.9369527 -6.9694547794 55149
PAPD4 -0.1178228 8.431597 -1.798531 0.07513912 0.2513696 -5.3988431546 167153
PAPD5 -0.2251806 7.38307 -2.483421 0.01469236 0.07157429 -3.9969691847 64282
PAPLN -0.3047088 6.555169 -5.784789 8.504894e-08 1.646558e-06 7.4277192933 89932
PAPOLA 0.1182549 8.946497 2.668519 0.008902886 0.04746255 -3.549602282 10914
PAPOLB -0.02539416 6.027233 -1.208435 0.2297575 0.5124777 -6.2668677109 56903
PAPOLG -0.04413756 6.378542 -1.571433 0.1192716 0.3445845 -5.7713522902 64895
PAPPA -0.2869075 6.328028 -7.054168 2.386286e-10 7.892425e-09 13.162217931 5069
PAPPA2 0.0154217135 6.002189 0.6820196 0.52588345 0.7473029 -6.69203674595 60676
PAPSS1 0.17334779 7.8569565 2.9362785 0.0270778492 0.099668283 -2.47911181075 9061
PAPSS2 -0.1912856 7.153308 -2.335849 0.02151521 0.09750892 -4.3332781703 9060
PAQR3 -0.3665701 6.904323 -6.040905 2.69555e-08 5.826029e-07 8.5455813318 152559
PAQR4 0.2575123 8.794086 2.885561 0.004795698 0.0282607 -2.9898510774 124222
PAQR5 -0.00694461 6.0524455 -0.32679135 0.43436635 0.68758585 -6.59869008795 54852
PAQR6 0.399725173333333 6.78299366666667 5.12025456666667 0.134171533393129 0.230026402160781 7.20716723043333 79957
PAQR7 -0.4613517 7.744219 -8.05032 1.868661e-12 9.569903e-11 17.9178478663 164091
PAQR8 -0.4970895 7.002931 -8.68104 8.14416e-14 5.50319e-12 20.9961136035 85315
PAQR9 0.02078461 6.066062 1.042169 0.2998706 0.5940997 -6.4518953582 344838
PARC -0.1033467 6.847227 -1.837514 0.06913222 0.2368773 -5.3301595873 23113
PARD3 0.0003723012 6.06842 0.01480423 0.9882182 0.9953246 -6.9928070568 56288
PARD3B 0.034057545 6.046619 1.5799409 0.18115544 0.3784056 -5.589806125 117583
PARD6A 0.23760485 6.560116 4.579915 8.98549288e-05 0.000810851605 2.65385046525 50855
PARD6B -0.01001517 5.9873 -0.4813986 0.6312952 0.8429141 -6.8769787375 84612
PARD6G -0.1234440563 6.293237 -2.81873596 0.647248400000067 0.659581900004177 2.0428244552 84552
PARG 0.0356685575 5.9992815 1.184552915 0.479634065 0.52923083 -5.5429432624 8505
PARK2 -0.014507794 6.0280175 -0.6098446 0.55627815 0.7845349 -6.77494592745 5071
PARK7 0.054941 10.783595 0.7219333 0.4720366 0.7432783 -6.7325577068 11315
PARL -0.0463998566666667 9.26389766666667 -1.11153736666667 0.382830426666667 0.554621133333333 -6.1191100544 55486
PARN -0.0910079 7.185212 -1.715773 0.08933048 0.284431 -5.540074353 5073
PARP1 -0.0452357 9.884134 -0.7514914 0.4541391 0.7297626 -6.7108637893 142
PARP10 0.06716638825 7.1062985 0.42810495 0.562439825 0.759083525 -6.692226861575 84875
PARP11 0.155831 6.907423 3.640324 0.0004350521 0.003531813 -0.7667846036 57097
PARP12 0.001301967 8.686936 0.01552339 0.9876459 0.9951853 -6.9927961325 64761
PARP14 -0.1375094 7.546275 -2.15093 0.03391455 0.1397949 -4.7285544783 54625
PARP15 -0.007679911 5.967317 -0.2136354 0.8312706 0.9378302 -6.9700622256 165631
PARP16 -0.02581672 7.027732 -0.6463945 0.5195191 0.7748454 -6.7840826703 54956
PARP2 0.01198177 6.97933 0.35552845 0.48543925 0.72089245 -6.653079172 10038
PARP3 -0.382673906133333 7.570215 -5.602559095 0.332180200053833 0.332929568516314 10.8185939273667 10039
PARP4 -0.01031098 9.054537 -0.2134738 0.8313962 0.9378437 -6.9700967633 143
PARP6 -0.123333395766667 6.34951166666667 -2.22350763 0.351939980006 0.409842774743333 -2.92556157153333 56965
PARP8 0.0067077435 6.21911675 -0.2405491875 0.36989415 0.565401075 -6.253001044775 79668
PARP9 0.095011025 7.6324785 1.3632645 0.19901714 0.4460317 -6.0186703622 83666
PARS2 0.06239373 6.058392 2.362678 0.02009786 0.09229482 -4.2735007442 25973
PART1 0.1431513 6.727371 1.963997 0.05233374 0.1936376 -5.0978819211 NA
PARVA -0.4866312 7.653993 -8.948272 2.140627e-14 1.640091e-12 22.3098329099 55742
