GENE logFC AveExpr t P.Value adj.P.Val B
TWIST1 7291 0.6216633 4.4152247 1.39266815 0.25735605 0.5170525525 -5.8424761435
TWIST2 117581 -3.607217 6.476294 -7.159619 0.0003745279 0.016775495 0.72429507
TWISTNB 221830 0.4778219 8.8391117 1.4501055 0.20574645 0.478585775 -5.818225766
TWSG1 57045 -0.354806633333333 6.66449266666667 -1.0382339 0.532850566666667 0.668510017333333 -6.00359975433333
TXK 7294 -0.3421281 2.57703575 -0.777246 0.399608995 0.592636176 -5.9687488105
TXLNA 200081 -0.02508355 6.21360045 -0.1129035 0.2466703 0.5343481855 -6.01636952
TXLNB 167838 2.189693 5.2969514 2.212409 0.06891175 0.259326388 -4.8094903
TXN 7295 0.2143922 12.83385985 0.8016066 0.45392795 0.7338229125 -6.5139250035
TXN2 25828 0.1159194 10.99756 0.5698472 0.5894636 0.81404792 -6.684644914
TXNDC1 81542 -0.3283992 11.3389651 -1.405644 0.209438 0.4897076 -5.883039556
TXNDC10 54495 -0.20029425 5.8768904 -1.01929065 0.21699498 0.42468507 -5.1253769165
TXNDC11 51061 -0.324225466666667 9.10755836666667 -0.813814333333333 0.4605 0.722610467 -6.47957942533333
TXNDC12 51060 0.06475645 8.9143929 0.3057789 0.7701039 0.898135355 -6.813564497
TXNDC13 56255 -0.1580466 9.90119616666667 -0.4559091 0.491366 0.731480785333333 -6.48644117066667
TXNDC14 51075 0.27408505 10.0236108 1.257774 0.2675579 0.551865432 -6.0411613295
TXNDC15 79770 -0.1176739 11.046347 -0.3964078 0.7055172 0.871530026 -6.777596068
TXNDC16 57544 -0.3635837 9.3194886 -0.9141444 0.3958881 0.690629585 -6.415908876
TXNDC17 84817 0.8391099 12.4389805 3.92359 0.007768926 0.075250614 -2.511399877
TXNDC2 84203 -0.2181155 3.5757844 -0.1675204 0.8724639 0.943571475 -6.850947939
TXNDC3 51314 -0.5755354 3.1942864 -1.449201 0.1974532 0.474298504 -5.829660169
TXNDC4 23071 0.204294 8.859876 0.8273335 0.0950159 0.279828438 -4.5681068985
TXNDC5 81567 0.8627032 12.2228622 3.466683 0.01335654 0.101561608 -3.092175247
TXNDC6 347736 -0.69827887 2.2326706 -1.55438753333333 0.403192451 0.555647922666667 -5.24525112033333
TXNDC9 10190 0.580086833333333 9.6264209 2.15010266666667 0.07519676 0.272115153666667 -4.89619620866667
TXNIP 10628 -0.2412621 14.9263811 -0.6815815 0.5209278 0.777350837 -6.608976526
TXNL1 9352 -0.371195 12.2927803 -1.467862 0.1925148 0.467676986 -5.80655423
TXNL4A 10907 0.043494785 10.8532663 0.1682642 0.8725819 0.9445005315 -6.84554614
TXNL4B 54957 -0.431640056666667 5.87044176666667 -2.09169183333333 0.26670145 0.375461483333333 -4.48536224333333
TXNRD1 7296 0.7595583 6.7108898 2.456406 0.0493573 0.212492988 -4.468409331
TXNRD2 10587 -0.2845980265 5.983182 -0.915619935 0.552629 0.6754141335 -6.11328968
TXNRD3 114112 0.359765 6.9260688 1.082912 0.3204335 0.618989489 -6.249544419
TYK2 7297 -0.152447195 8.0824723 -0.6205755 0.5732972 0.7918805345 -6.6157119135
TYMP 1890 -0.2483764 6.6609578 -0.383325 0.17811308 0.4304218225 -5.595423108
TYMS 7298 0.5764391 7.5805656 0.8117618 0.4479254 0.730356738 -6.506479775
TYR 7299 0.0578915 1.0176591 0.0700618666666667 0.6151419 0.822987717333333 -6.68402370333333
TYRO3 7301 0.01583441 7.3427727 0.04861578 0.9628033 0.983988397 -6.865741988
TYROBP 7305 0.6520065 10.4099687 1.307247 0.238985 0.526625742 -6.00053474
TYRP1 7306 2.245201 2.1125821 2.185105 0.07155329 0.265056897 -4.847539061
TYSND1 219743 0.1861616 8.2138828 0.7939591 0.4574601 0.736791698 -6.521360179
TYW1 55253 -0.034005029 8.7208067 -0.154587325 0.8835665 0.94827394 -6.841913248
TYW3 127253 -0.762702933333333 7.95400183333333 -2.5316307 0.131788973333333 0.297236305333333 -4.32610646866667
U2AF1 7307 -0.268641333333333 10.8686793333333 -0.913193633333333 0.422157366666667 0.683494655 -6.37268459133333
U2AF1L4 199746 0.3937549 4.4569054 0.55592355 0.3857947 0.6201326565 -6.1520305155
U2AF2 11338 -0.01860776 6.9307151 -0.1057777 0.9192064 0.964110393 -6.860654405
UACA 55075 -0.667573966666667 6.5482975 -2.21681233333333 0.09170943 0.289672784666667 -4.79911525866667
UAP1 6675 1.913369 10.025592 5.252489 0.001914857 0.036601821 -1.005511411
UAP1L1 91373 -0.8538177 7.3731007 -2.706957 0.03524631 0.176197028 -4.118951137
UBA1 7317 0.1581198 8.9980509 0.51367235 0.6279728 0.8325925725 -6.7123967065
UBA2 10054 0.2151472 9.557953 1.098857 0.3139542 0.611829515 -6.232825515
UBA3 9039 0.4189087 7.7354924 2.079943 0.08273866 0.285904706 -4.993598452
UBA5 79876 0.2388609 9.3822054 1.137396 0.2987437 0.594957563 -6.191755966
UBA52 7311 0.65425935 12.731817 2.518067 0.05031167 0.21039563375 -4.38228110275
UBA6 55236 -0.513088166666667 5.31730693333333 -1.46794046666667 0.257030526666667 0.504845206666667 -5.73049612566667
UBA7 7318 -1.525721 8.4754709 -3.26836 0.0170678 0.115587011 -3.353648561
UBAC1 10422 -0.3205186 10.1303347 -1.524981 0.1781037 0.44759692 -5.734996212
UBAC2 337867 -0.3032336 9.2970496 -0.9586432 0.3747556 0.671748612 -6.374012766
UBAP1 51271 -0.1372738 8.8976281 -0.5957487 0.5731126 0.804786772 -6.668164827
UBAP2 55833 0.09926395 8.8319616 0.4414956 0.6743192 0.857892791 -6.756420582
UBAP2L 9898 -0.467762336333333 5.70632963333333 -1.288156197 0.40164739 0.552060746 -5.75581426366667
UBASH3A 53347 -1.34817 2.3945942 -2.448499 0.04989001 0.213946712 -4.479469585
UBASH3B 84959 0.1217757 0.6147624 0.6529815 0.537968 0.786724832 -6.629466137
UBB 7314 0.14454415 15.747139 0.66258645 0.53366245 0.7822945455 -6.619530694
UBC 7316 0.0242697138461538 15.4289559769231 0.129019272307692 0.799440969230769 0.911098102307692 -6.81146295861538
UBD 10537 -2.663782 8.8286196 -1.620599 0.1562277 0.415753328 -5.612639747
UBE2A 7319 -0.0528103 10.9414136 -0.2124959 0.8387551 0.929443947 -6.841144476
UBE2B 7320 -0.0951251513333333 7.91150916666667 -0.354016622 0.751309166666667 0.880471215666667 -6.728702955
UBE2C 11065 3.649863 6.5572997 3.523397 0.0124659 0.097574755 -3.018406622
UBE2CBP 90025 -0.5232362 4.9333753 -1.245676 0.2593172 0.550309459 -6.071666531
UBE2D1 7321 0.0985583 7.67342765 0.64711095 0.230890745 0.4736949365 -5.6086924745
UBE2D2 7322 0.15273645315 9.21753895 0.76792117 0.58571695 0.720698289 -6.2916219665
UBE2D3 7323 0.2045073 10.4633778 0.95812245 0.30312927 0.500485872 -5.5104273575
UBE2D3P 100037280 0.2191568 4.7481924 0.8887315 0.4083596 0.70166839 -6.439163042
UBE2D4 51619 0.3586459 8.8615883 1.69292 0.141412 0.393233364 -5.518215006
UBE2DNL 100131816 -0.09419697 1.7645068 -0.2867799 0.783926 0.904228716 -6.819967036
UBE2E1 7324 -0.09300813 6.3591341 -0.2104699 0.8402662 0.930199976 -6.841635335
UBE2E2 7325 0.4540605 7.490933 1.617935 0.1568011 0.416780242 -5.616089197
UBE2E3 10477 0.23461395 9.951228 0.76867565 0.4911877 0.73661884 -6.5032613925
UBE2F 140739 0.25071625 10.0896242 1.09937615 0.3325833 0.6137780405 -6.204205055
UBE2G1 7326 0.42111495 9.1141534 1.8266275 0.170117255 0.3971808515 -5.2905089515
UBE2G2 7327 0.05992382 8.9666669 0.248097 0.57095935 0.7938265445 -6.623190752
UBE2H 7328 0.74500125 8.50868975 2.429327 0.054153275 0.2228149275 -4.5064572475
UBE2I 7329 0.02880088 11.9536963 0.1062139 0.9188746 0.964084673 -6.86060113
UBE2J1 51465 0.238626 8.1511481 0.7692232 0.4709458 0.746397479 -6.541591464
UBE2J2 118424 0.3111136 6.69694865 1.4553155 0.1969442 0.4728441915 -5.8207582455
UBE2K 3093 -0.426233466666667 10.0985588666667 -1.2350106 0.45051599 0.620202608333333 -5.83253168766667
UBE2L3 7332 0.136020033333333 10.4911592333333 0.265119666666667 0.152369896666667 0.395502498333333 -5.44732598233333
UBE2L6 9246 -0.01169306 9.1027064 -0.02682748 0.9794673 0.991181371 -6.866690412
UBE2M 9040 0.2824434 9.9726832 1.133897 0.3000983 0.596552191 -6.195521667
UBE2MP1 606551 0.259851 9.5552012 0.9991855 0.3562792 0.653355089 -6.334580654
UBE2N 7334 0.426383966666667 9.617613 2.12884993333333 0.2251412 0.376162716666667 -4.77574994566667
UBE2NL 389898 0.9363479 7.2085953 3.945432 0.007576361 0.074238111 -2.484431484
UBE2O 63893 -0.00100639 7.55956185 0.01738085 0.77432915 0.9002394205 -6.8153840595
UBE2Q1 55585 -0.23550195 7.88721175 -0.63193245 0.5507342 0.794206259 -6.6440576165
UBE2Q2 92912 -0.3196973 7.0100091 -1.1174245 0.3073561 0.6036676985 -6.2119746945
UBE2R2 54926 -0.01651795 6.0913404 -0.1169 0.4697126 0.742148252 -6.5294052065
UBE2S 27338 0.938594 9.77932263333333 2.99065233333333 0.0263329666666667 0.145876189333333 -3.73218025866667
UBE2T 29089 2.057651 8.1928559 5.721775 0.001235318 0.029344498 -0.536529488
UBE2U 148581 0.7414787 1.0114449 1.973196 0.09592157 0.311649892 -5.140745607
UBE2V1 7335 0.06772596 8.9584536 0.3243021 0.694600625 0.85898047925 -6.7344157675
UBE2V2 7336 0.1877793 7.1379666 0.7350497 0.4900292 0.758416352 -6.568675098
UBE2W 55284 0.4496315 7.36662466666667 1.77247713333333 0.189325843333333 0.409678076333333 -5.34183474566667
UBE2Z 65264 0.17135876 9.4680342 0.754889253333333 0.529559566666667 0.732748249666667 -6.434002965
UBE3A 7337 -0.147920605 9.35057505 -0.69476875 0.5418226 0.759260584 -6.538307778
UBE3B 89910 -0.780393 6.2631509 -3.407923 0.01435396 0.105579013 -3.169084554
UBE3C 9690 0.687187033333333 5.09197546666667 2.20556033333333 0.0792276733333333 0.272388350666667 -4.81401363466667
UBE4A 9354 -0.06276942 10.9912649 -0.333571 0.7500516 0.889427921 -6.803483438
UBE4B 10277 -0.5431288 8.9796643 -3.188511 0.01887029 0.122685823 -3.460389486
UBFD1 56061 0.19730955 9.5509976 0.6282803 0.3958739 0.6164125915 -6.1098029205
UBIAD1 29914 0.6761908 8.2917977 2.792272 0.0314811 0.165377746 -4.000729752
UBL3 5412 -0.7685616 8.83891035 -2.8178255 0.03166586 0.1636965615 -3.9671667275
UBL4A 8266 0.44984415 6.88721215 1.847356 0.115494205 0.3479629355 -5.311000049
UBL4B 164153 0.607654 3.1944326 1.998265 0.09264601 0.305550585 -5.106312551
UBL5 59286 0.06596673 13.6044515 0.2959838 0.7772189 0.900955217 -6.816915158
UBL7 84993 0.1076327 7.711926 0.4795276 0.6485407 0.845175736 -6.736903311
UBLCP1 134510 0.4669546 7.3601245 2.136738 0.07649148 0.275059731 -4.91482405
UBN1 29855 -0.2174037 9.9197064 -0.862951 0.4213117 0.711358969 -6.46223958
UBN2 254048 0.8256696 1.3859547 1.346964 0.226634 0.511451759 -5.953649187
UBOX5 22888 -0.364305133333333 8.2690806 -1.71097903333333 0.29203025 0.449091499 -5.292229713
UBP1 7342 -0.4565085 9.8905696 -1.826255 0.1175938 0.352758014 -5.340605598
UBQLN1 29979 0.083582378 7.35814836 0.68119552 0.287892412 0.513174365 -5.7220958728
UBQLN2 29978 -0.4817986 9.0218709 -2.030919 0.0885483 0.297840678 -5.061342102
UBQLN3 50613 -0.1764054 1.3054524 -0.3196862 0.7600441 0.893579888 -6.808625747
UBQLN4 56893 0.189491 5.2090429 0.5154308 0.6246844 0.83319014 -6.717113392
UBQLNL 143630 -1.804389 4.8535551 -3.967045 0.007391035 0.073477788 -2.45781755
UBR1 197131 -0.61925762 7.66325373333333 -1.85138386666667 0.3006229 0.438527477666667 -5.08107700066667
UBR2 23304 -0.38197761 8.808269 -1.955723 0.33970632 0.4781751395 -4.9271309475
UBR3 130507 -1.0256006 7.0513075 -4.813222 0.005009856 0.054548835 -1.5495845145
UBR4 23352 0.0461662746666667 5.0714402 0.110854156666667 0.8373108 0.928723147666667 -6.82309235233333
UBR5 51366 0.5438766 7.0195811 1.639258 0.1522685 0.409724168 -5.588423224
UBR7 55148 0.31560244 8.64897325 1.00141415 0.4556435 0.6451189675 -6.162647773
UBTD1 80019 0.2167603 7.1071921 0.6516589 0.5387645 0.786927889 -6.630395307
UBTD2 92181 -0.211251095 6.1269109 -0.88481265 0.51255045 0.682874127 -6.251548342
UBTF 7343 -0.1136748575 7.6740406 -0.4357374 0.7046231 0.854717748 -6.6740355445
UBXN1 51035 -0.24363515 12.38884585 -1.166918 0.2878635 0.582614567 -6.159192271
UBXN10 127733 -3.07228366666667 3.69586133333333 -8.62408933333333 0.000275942403333333 0.0139981363333333 1.63206151666667
UBXN11 91544 0.12083284 5.40522355 0.46599915 0.6619688 0.8469959585 -6.731342663
UBXN2A 165324 0.2437172 5.9186087 0.9084381 0.398663 0.693011335 -6.4211737
UBXN2B 137886 0.35292415 7.11842355 1.32727535 0.32052105 0.5469544195 -5.857896736
UBXN4 23190 -1.221998 7.88561525 -6.05781 0.00127364035 0.028199957 -0.2717552885
UBXN6 80700 -0.160882725 11.07102505 -0.6487731 0.5534587 0.7841478985 -6.6036726385
UBXN7 26043 -0.3638975 6.0589448 -1.407999 0.2087732 0.488787886 -5.880173374
UBXN8 7993 1.089075 10.1071694 2.324676 0.05906714 0.237086244 -4.652691415
UCA1 652995 -0.5105005 2.5430508 -0.7602537 0.475904 0.749584726 -6.548798257
UCHL1 7345 -1.158558 9.4033642 -1.533181 0.1761199 0.445003897 -5.724625493
UCHL3 7347 -0.06106816 9.6650844 -0.2081385 0.8420059 0.930680513 -6.842194442
UCHL5 51377 0.0889258672727273 9.06485204545455 0.381660627272727 0.646864636363636 0.842889851454545 -6.73068884009091
UCHL5IP 55559 0.01884355 6.2764989 0.0747895 0.77521485 0.9012152135 -6.812572199
UCK1 83549 -0.09246392 9.3488225 -0.5259793 0.6177671 0.82926963 -6.711050471
UCK2 7371 1.301051 9.3855211 2.996436 0.02411718 0.140599851 -3.720282403
UCKL1 54963 0.3363341 7.9466506 1.444649 0.1986756 0.475844262 -5.83527624
UCN 7349 1.163394 6.6361285 4.618184 0.003621702 0.050486212 -1.690339304
UCN2 90226 0.06884136 11.8069497 0.2172274 0.8352292 0.928020939 -6.839980086
UCN3 114131 0.3051602 3.5550544 0.516171 0.6241976 0.832872094 -6.716691572
UCP1 7350 0.3700802 1.7710034 0.4684986 0.6559637 0.848658001 -6.742717479
UCP2 7351 -0.1382939 6.5079193 -0.2454843 0.8142622 0.918301709 -6.832501948
UCP3 7352 0.1339597 6.6267232 0.06734795 0.3438999 0.6414194205 -6.3026869205
UCRC 29796 -0.16878004 10.5888393 -0.80469795 0.53724385 0.7100873185 -6.342019313
UEVLD 55293 0.11264686 5.3864385 0.456454775 0.6741773 0.8309436585 -6.623460188
UFC1 51506 0.2262972 10.5370728 1.124209 0.3038771 0.601014145 -6.205912036
UFD1L 7353 0.3038345 10.4534807 1.092041 0.3167104 0.615144958 -6.23999187
UFM1 51569 -0.7970593 7.31665115 -3.0953885 0.0317352395 0.1532284285 -3.6134158445
UFSP2 55325 -0.5948803 9.8534706 -2.72989 0.03418901 0.173410516 -4.087123539
UGCG 7357 -0.0125245 8.2397876 -0.04807164 0.9632193 0.984175614 -6.86577234
UGCGL1 56886 -0.5571081 5.8461749 -2.063731 0.21250732 0.409544147 -4.916642581
UGCGL2 55757 -0.6813332 6.81352373333333 -2.33688533333333 0.112361386666667 0.299918190333333 -4.61892620666667
UGDH 7358 0.8407577 7.9262649 1.7301255 0.1344118 0.381868089 -5.468999621
UGP2 7360 -0.2102896 10.3456222 -0.94126 0.3829042 0.67913968 -6.390554794
UGT1A6 54578 0.95241435 3.7445916 0.6953453 0.54113035 0.759174321 -6.5387014625
UGT1A8 54576 0.4261285 1.1829847 1.180504 0.2824714 0.577056945 -6.144750641
UGT2A1 10941 0.4995095 2.6297453 1.271951 0.250461 0.540840996 -6.041549829
UGT2A3 79799 0.003923793 0.9120903 0.01903914 0.9854272 0.993863857 -6.866896558
UGT2B10 7365 1.2820905 3.55161125 1.9043895 0.122485745 0.348359979 -5.2205414375
UGT2B11 10720 1.730163 3.6924933 1.806951 0.1207812 0.358692258 -5.366569491
UGT2B15 7366 2.553382 4.2507887 2.480776 0.04775281 0.208617316 -4.434326476
UGT2B17 7367 1.9869845 3.4838528 1.775132 0.136229455 0.37544321 -5.399589282
UGT2B28 54490 0.06103003 1.7099156 0.08967628 0.9314629 0.969808636 -6.862467733
UGT2B4 7363 1.6737555 1.70453355 2.900891 0.055169977 0.2006382515 -3.8878812425
UGT2B7 7364 0.2379793 1.7492541 0.229815 0.8258694 0.923479463 -6.8367596
UGT3A1 133688 0.555073733333333 1.5710821 1.15929193333333 0.322566656666667 0.519706984333333 -5.75263141966667
UGT3A2 167127 0.07665412 0.8024308 0.3804536 0.7167129 0.876178175 -6.784571729
UGT8 7368 -0.23498895 2.6064973 -0.29816095 0.5318192 0.7635334795 -6.5586133185
UHMK1 127933 -0.1263168 6.43586165 -0.58242412 0.6295939 0.795769386 -6.5545144835
UHRF1 29128 1.0691417 3.9505579 1.55209185 0.27599172 0.4945299315 -5.575544988
UHRF1BP1 54887 0.27277566 2.3925272 0.886376505 0.54442385 0.683828578 -6.181650889
UHRF1BP1L 23074 -0.3241018 7.0034124 -1.589035 0.1631506 0.426716967 -5.653363557
UHRF2 115426 -1.07536 8.3831406 -3.400157 0.015007145 0.1072003785 -3.182193182
UIMC1 51720 0.03500691 10.3015442 0.154758 0.8820865 0.947641426 -6.853311337
ULBP1 80329 0.6735669 2.0598026 0.8382926 0.4339831 0.720397879 -6.483816662
ULBP2 80328 -0.00186593666666666 3.17652596666667 0.0782664333333333 0.8148653 0.918690419 -6.81519996233333
ULBP3 79465 0.5269529 1.1500491 1.239385 0.261478 0.552784019 -6.078823206
ULK1 8408 -0.037408 11.2747508 -0.167957 0.74663745 0.8876337835 -6.784244532
ULK2 9706 -0.38603437 5.7767193 -1.6928214 0.39570988 0.4952912255 -4.820214041
ULK3 25989 0.83806545 9.91906565 3.8934255 0.0081959995 0.0772535165 -2.5507208805
ULK4 54986 -0.1683393 4.02084925 -0.78260375 0.5581717 0.7174211785 -6.336123644
UMOD 7369 -0.2846763 5.2578566 -0.567288 0.591094 0.814914034 -6.686237702
UMODL1 89766 0.5113435 1.8152692 0.6099492 0.5642647 0.800894747 -6.658853924
UMPS 7372 0.5281146 10.2359259 2.130373 0.07716693 0.276236144 -4.923666306
UNC119 9094 0.5902229 8.416282 2.339439 0.05788588 0.23416003 -4.63204471
UNC119B 84747 0.1575755 10.5701339 0.9002812 0.4026551 0.696920966 -6.428656078
UNC13A 23025 0.3650618 1.1858565 1.11838585 0.3932596 0.6100008825 -6.077978377
UNC13B 10497 0.8253819 9.7507896 1.780621 0.1252661 0.366587883 -5.40185442
UNC13C 440279 -0.7597491 1.4652922 -0.9951233 0.3580972 0.655141133 -6.338584429
UNC13D 201294 -0.16206695 4.9297125 -0.66693645 0.53184655 0.7811601515 -6.6147645655
UNC45A 55898 0.169698036666667 8.45788513333333 0.230540133333333 0.649607666666667 0.812049881666667 -6.61281415966667
UNC45B 146862 -0.3632806 2.41307425 -0.41255695 0.6951097 0.8651952995 -6.7675050015
UNC50 25972 -0.1091579 11.9060576 -0.5666189 0.5915206 0.815113136 -6.686653052
UNC5A 90249 2.830637 5.2908116 3.106333 0.02094497 0.129992272 -3.571063483
UNC5B 219699 -0.3337465 9.2114449 -0.4405449 0.6749701 0.858226121 -6.756889219
UNC5C 8633 -0.7902003 2.8694378 -2.1233037 0.214811465 0.407194684 -4.8344546515
UNC5CL 222643 -1.160473 4.2611427 -5.493312 0.001524056 0.032660774 -0.760993996
UNC5D 137970 -5.572527 3.8715288 -9.002413 0.0001050779 0.01035084 2.024816643
UNC84A 23353 -0.3178617 8.12110195 -1.2704685 0.2604541 0.5457395125 -6.030539169
UNC84B 25777 -0.09581548 8.756446 -0.2359413 0.8213254 0.921831707 -6.835127776
UNC93A 54346 -0.4084784 2.66411915 -0.45620585 0.2676473 0.5338463445 -5.915460261
UNC93B1 81622 0.4175246 6.2561717 1.6571495 0.15254925 0.406708271 -5.5609027295
UNG 7374 0.5578276 5.3865616 1.794882 0.122817 0.362391024 -5.382761355
UNK 85451 -0.8852246 9.6566255 -3.564737 0.01185803 0.094945351 -2.964925178
UNKL 64718 -0.142951125 5.99621965 -0.47441084 0.67635545 0.8414421205 -6.667122652
UNQ1829 100132099 0.04956812 0.5397212 0.2625789 0.8016578 0.912845984 -6.827543461
UNQ1870 100133299 -0.2887679 4.5317852 -0.6821812 0.5205743 0.777132437 -6.608538821
UNQ1887 121665 -0.02755574 6.94615796 0.01880272 0.217050548 0.4312955942 -5.3168738094
UNQ1944 100131943 0.04107555 0.928318 0.2135781 0.8379483 0.929253126 -6.840880386
UNQ1945 646513 0.2906505 4.6892704 1.499184 0.1844829 0.456774073 -5.767466082
UNQ3028 100131826 0.07777062 0.4628256 0.3731857 0.7218389 0.877493323 -6.787659005
UNQ3029 100129588 -0.5141438 2.2515324 -1.1633 0.2888726 0.584075598 -6.163641558
UNQ3104 100128816 -0.5416438 2.0597765 -0.8930676 0.4062109 0.699875104 -6.43523053
UNQ353 100128564 0.11559 0.7581317 0.6488152 0.5404796 0.7881338 -6.632387595
UNQ565 100130428 -0.666428 2.7415736 -1.36057 0.2225367 0.506752809 -5.93741598
UNQ5814 100132284 0.3960288 2.1256379 0.8278109 0.4394532 0.724455618 -6.492839409
UNQ5815 100129033 -0.05010378 1.9224385 -0.06152473 0.9529395 0.980064488 -6.864921855
UNQ5836 100130916 0.07791694 1.000479 0.2972445 0.7763018 0.900496403 -6.816489844
UNQ5840 100128035 -0.3714334 0.6372818 -0.7878833 0.460747 0.739070116 -6.526377652
UNQ6125 442092 -0.04215137 0.5730466 -0.1846727 0.8595694 0.937651615 -6.847479728
UNQ6126 100128818 0.2115949 0.6072897 1.116181 0.3070383 0.604481951 -6.214477492
UNQ6167 100131217 0.3481911 2.9973382 0.9350439 0.3858513 0.681782674 -6.39641581
UNQ6190 643797 0.1301108 0.5236763 0.6044607 0.5676746 0.802268968 -6.662475608
UNQ6193 100130071 0.4365559 3.0303319 0.3583139 0.7323771 0.881779082 -6.793798957
UNQ6228 100131541 -2.2794245 6.548778 -4.2149795 0.005668034 0.063889583 -2.159307462
UNQ6484 100127951 0.08296373 0.6864383 0.4582228 0.6629187 0.852809447 -6.748021446
UNQ6487 100128644 -0.06253027 2.3520983 -0.1099313 0.9160484 0.962859364 -6.860138321
UNQ6490 389102 -2.034071 2.2594518 -2.155552 0.07453033 0.271197372 -4.888671594
UNQ6493 100129831 0.389327 2.9385052 0.8193553 0.4439023 0.727673362 -6.500052432
UNQ6494 100129066 -0.2559109 1.2312493 -0.3562103 0.733873 0.882455094 -6.794648157
UNQ6975 400952 0.8869965 1.5638342 0.6723653 0.5263803 0.780288102 -6.615661575
UNQ9165 100132636 -0.1806371 4.489914 -0.7517317 0.4806482 0.752144163 -6.555580978
UNQ9368 643036 -1.746266 2.8133431 -2.053805 0.08578621 0.292207673 -5.029748493
UNQ9374 100133106 0.1703503 0.602628 0.6765796 0.5238825 0.778790943 -6.612614365
UNQ9419 100131131 0.7032061 1.0372627 2.138857 0.076268 0.27463386 -4.911880148
UPB1 51733 -0.0731948 3.7331753 -0.1319873 0.8993089 0.956058662 -6.857066551
UPF1 5976 -0.04605642 12.1493149 -0.1979149 0.8496464 0.933847463 -6.844573759
UPF2 26019 -0.4645341 7.0051406 -1.783293 0.1248035 0.365709642 -5.398279894
UPF3A 65110 -0.0780680145 8.9199726 -0.423957515 0.697027125 0.854193369 -6.69831607075
UPF3B 65109 -0.2512249 7.95722105 -1.125909 0.3058063 0.6003262985 -6.2003275735
UPK1A 11045 -3.87585 4.6838069 -4.825204 0.002924052 0.045399548 -1.460159807
UPK1B 7348 0.1429735 0.8710575 0.8175634 0.4448493 0.728257312 -6.501573462
UPK2 7379 -0.07704925 2.4899852 -0.29453245 0.3622705 0.6396814365 -6.275634884
UPK3A 7380 -1.494755 6.8142752 -2.018038 0.09014228 0.300785639 -5.079096266
UPK3B 80761 -0.4790321 4.1686054 -2.310153 0.06025372 0.239572718 -4.672997789
UPP1 7378 -0.491132966666667 4.52212246666667 -1.4176117 0.18866719 0.386955482333333 -5.109661108
UPP2 151531 0.4498728 1.5041091 0.7597683 0.4761733 0.749683189 -6.549186251
UPRT 139596 -0.152841415 7.5845249 -0.4418338 0.68505895 0.854755639 -6.722088924
UQCC 55245 0.1797381 8.00853785 0.6602156 0.53598425 0.7834187755 -6.619250563
UQCR 10975 -0.11043415 10.7932917 -0.1138145 0.115729165 0.348130705 -5.311854465
UQCRB 7381 0.259049 11.6803276 0.727644 0.4942335 0.76147516 -6.574409593
UQCRC1 7384 0.1732225 11.4777095 0.8497726 0.4280493 0.716151748 -6.473832031
UQCRC2 7385 -0.3572275 11.3249119 -1.552969 0.1714175 0.438205342 -5.699499789
UQCRFS1 7386 0.48407705 12.24093705 2.762734 0.032733695 0.169140453 -4.041601882
UQCRH 7388 0.690138 13.7395263 3.11937 0.02081655 0.129296136 -3.5541472125
UQCRQ 27089 0.4549199 14.8028883 2.544935 0.04378631 0.199244389 -4.34465915
URB1 9875 -0.8379111 7.07392315 -3.1466435 0.01995 0.1264245465 -3.5168525695
URB2 9816 0.9779332 6.7306513 2.446612 0.05001802 0.214311925 -4.482109012
URG4 55665 -0.1713245 9.7682661 -0.9012973 0.4021562 0.696512695 -6.427726842
URM1 81605 -0.100204695 7.83523755 -0.48170121 0.64483075 0.808841317 -6.5832226645
UROC1 131669 0.4096722 1.87931935 0.4697983 0.65589195 0.8471544045 -6.7397036135
UROD 7389 -0.3688524 11.5079418 -1.780658 0.1252596 0.366587883 -5.401803756
UROS 7390 0.69460387 6.55301975 1.11369345 0.43847045 0.6118892225 -6.0091171655
USE1 55850 0.27394275 7.81313965 1.02018225 0.37630805 0.6417161465 -6.2673290705
USF1 7391 0.4262518 4.2002543 0.9919814 0.3595085 0.656498927 -6.341673171
USF2 7392 0.17709103 5.7584331 0.8626463 0.5059067 0.690810396 -6.303903191
USH1C 10083 -0.1631115 2.74731035 -0.1990443 0.71322735 0.8702437065 -6.757510639
USH1G 124590 0.6694464 2.4850337 1.706896 0.1387097 0.389040554 -5.499800589
USH2A 7399 0.3520865 0.79719975 1.2954059 0.34538598 0.5584649355 -5.8713303765
USHBP1 83878 -0.289249516666667 4.46332793333333 -0.7187021 0.5947459 0.733391807333333 -6.31737344333333
USMG5 84833 0.3517855 13.6408535 1.577737 0.1656987 0.430489647 -5.66786208
USO1 8615 0.3386551 11.3053359 1.650951 0.1498366 0.406098809 -5.573194897
USP1 7398 -0.03763224 10.546923 -0.1782276 0.8644092 0.939623052 -6.848822129
USP10 9100 -0.15014205 7.2122392 -0.54994855 0.6023599 0.820697575 -6.6964776565
USP11 8237 -0.7554832 10.4528986 -3.155333 0.0196796 0.125870578 -3.504974697
USP12 219333 0.1431277 3.9593392 0.758206 0.477041 0.750019106 -6.550433801
USP13 8975 0.30604 7.9648787 0.9376076 0.3846337 0.680780351 -6.394002042
USP14 9097 -0.90314805 8.9448147 -2.806769 0.044704805 0.1877581155 -3.996770987
USP15 9958 -0.2305322 5.8754758 -1.21976003333333 0.333542876666667 0.519631896333333 -5.69257741466667
