logFC AveExpr t P.Value adj.P.Val B GENE
TMOD1 -1.343811 5.7607397 -4.182596 0.005796001 0.064999251 -2.196394936 7111
TMOD2 0.1467971 3.276082 0.2416106 0.817127 0.919752755 -6.833580126 29767
TMOD3 -0.2394286 7.1654458 -0.9051902 0.4002489 0.694518767 -6.424159149 29766
TMOD4 -1.182727 4.9323378 -6.003797 0.0009611343 0.025861005 -0.26914545 29765
TMPO 0.38617615 4.9474964 1.1899422 0.32853885 0.584487579 -6.063177505 7112
TMPRSS11A 0.07679693 1.3704608 0.1223001 0.9066546 0.959156279 -6.858484342 339967
TMPRSS11B 0.5050301 0.818452 1.179517 0.2828353 0.577511686 -6.145838872 132724
TMPRSS11D -0.15613 3.5037324 -0.4454914 0.6715871 0.856901776 -6.754440768 9407
TMPRSS11E 0.4229855 3.2535662 0.3543488 0.7351978 0.88270076 -6.79539563 28983
TMPRSS11F -0.2301994 0.6049593 -0.6635921 0.5316049 0.783419934 -6.621952674 389208
TMPRSS12 -0.381411595 0.9265127 -0.43784045 0.50680435 0.7238384935 -6.4521885065 283471
TMPRSS13 -0.50230149 3.73342805 -0.82423225 0.4796968 0.638744704 -6.0749909955 84000
TMPRSS2 -0.03015926 14.2791841 -0.120949 0.90768 0.959644996 -6.858673547 7113
TMPRSS3 0.0518077 3.2536113 0.03054515 0.7874414 0.906142964 -6.820959649 64699
TMPRSS4 -1.312839 4.3624702 -0.8747613 0.4153407 0.707024675 -6.451732965 56649
TMPRSS5 -0.763795 5.5391437 -2.458326 0.04922883 0.212203007 -4.465723361 80975
TMPRSS6 0.14740995 2.4343567 0.07338645 0.58602035 0.8121608435 -6.6775424945 164656
TMPRSS9 0.5066587 3.633141 0.8891806 0.4081366 0.701490219 -6.43875636 360200
TMSB10 0.6325919 11.5518887 2.892118 0.02761527 0.152696402 -3.863098751 9168
TMSB15A 1.189802 12.5298434 3.701711 0.01006689 0.086236122 -2.78952018 11013
TMSB15B -4.145886 5.8026466 -13.24452 1.144279e-05 0.008596569 4.117669221 286527
TMSB4X 0.1933204 8.552771 0.5095271 0.63534725 0.8326261415 -6.7020476475 7114
TMSB4Y -0.3335276 2.7121241 -0.483201 0.6460781 0.8441415 -6.734939038 9087
TMSL3 0.10479773 13.94151555 0.2271341 0.82804495 0.924189136 -6.836396035 7117
TMTC1 -2.153497 7.1525721 -4.38186266666667 0.007423547 0.0685923986666667 -2.03780406 83857
TMTC2 0.1877684 8.8538887 0.5838888 0.5805657 0.808655512 -6.675791883 160335
TMTC3 -0.5450058 6.6556541 -1.70055533333333 0.170240096666667 0.415858155 -5.47984548566667 160418
TMTC4 0.216098835 8.36111975 0.6455851 0.58504425 0.773286891 -6.536562952 84899
TMUB1 0.184673185 9.56565105 0.75618935 0.5396615 0.7295535305 -6.4259844195 83590
TMUB2 -0.2930345 7.98913463333333 -1.549364 0.229968966666667 0.466443949333333 -5.631456019 79089
TNAP -2.180229 3.2640671 -5.311467 0.00180954 0.0355046 -0.944864117 445341
TNC -2.608321 8.4531052 -5.020972 0.002401333 0.040899747 -1.2484863 3371
TNF 0.28319636 3.92271928181818 1.12118130909091 0.358681952727273 0.572853371272727 -5.86716195863636 7124
TNFAIP1 -0.1277715 10.7359237 -0.6414407 0.5449436 0.790877094 -6.637518981 7126
TNFAIP2 -0.9273504 10.3252209 -1.154084 0.292352 0.587825052 -6.173689256 7127
TNFAIP3 -1.3564765 3.866344 -2.911013 0.02947138 0.1555096055 -3.841821342 7128
TNFAIP6 -0.3154028 3.0746931 -0.4115669 0.6949539 0.865937229 -6.770716562 7130
TNFAIP8 1.105007 10.4825829 3.117052 0.02066077 0.129172862 -3.556582286 25816
TNFAIP8L1 0.4195033 4.4028204 1.778711 0.1255977 0.367074338 -5.404407246 126282
TNFAIP8L2 -0.4806173 4.7261496 -1.222753 0.2672663 0.55937285 -6.097640774 79626
TNFAIP8L3 -0.4169394 3.4630137 -0.995029433333333 0.354012404666667 0.526481990333333 -5.019757959 388121
TNFRSF10A 0.462801 5.9407149 1.095287 0.3153954 0.613681608 -6.236582955 8797
TNFRSF10B 0.04467815 7.6627267 0.098228 0.6937149 0.8641795055 -6.763735513 8795
TNFRSF10C -0.3988006 5.2959906 -0.4337752 0.6796135 0.860242399 -6.760198582 8794
TNFRSF10D -0.4013741 0.9138454 -1.080342 0.3214879 0.619819778 -6.252223477 8793
TNFRSF11A -0.95833815 4.1975356 -1.8154295 0.15188383 0.3844183795 -5.3246544155 8792
TNFRSF11B -1.09471772727273 4.77403242727273 -2.20825045454545 0.0726041772727273 0.263281163 -4.81424963454545 4982
TNFRSF12A -0.09527524 8.4259851 -0.1203243 0.9081541 0.959712999 -6.858760309 51330
TNFRSF13B 0.3274664 3.04165 0.3934684 0.707574 0.87253804 -6.778901734 23495
TNFRSF13C -0.1896635 3.2501041 -0.8932021 0.4061444 0.699875104 -6.43510831 115650
TNFRSF14 -0.5617968 11.4491223 -2.012945 0.09078059 0.301786287 -5.086111475 8764
TNFRSF17 -1.211392 2.0949424 -0.7508744 0.4811272 0.752429926 -6.556259812 608
TNFRSF18 -0.6035218 3.932592 -0.8260348 0.440385 0.725333743 -6.494359351 8784
TNFRSF19 -1.1290275 5.8062876 -1.2425075 0.2699703 0.556672954 -6.0622592875 55504
TNFRSF1A -0.708587509090909 8.43341038181818 -2.22261490909091 0.06909014 0.258319658727273 -4.79480512936364 7132
TNFRSF1B -0.2322205 4.5527157 -0.4099231 0.6960957 0.866462509 -6.771474336 7133
TNFRSF21 0.54183685 7.2563233 0.8480493 0.45060455 0.7055018635 -6.4362581275 27242
TNFRSF25 -2.382706 9.4685053 -5.585657 0.001398958 0.031175304 -0.669400249 8718
TNFRSF4 0.1864967 5.0611542 0.5683014 0.5904481 0.814632542 -6.685607741 7293
TNFRSF6B 0.1979713 7.1323987 0.6452606 0.5426284 0.789221916 -6.634867359 8771
TNFRSF8 -0.1469158 4.4454 -0.3687645 0.7249649 0.879153095 -6.789509237 943
TNFRSF9 0.5900954 1.5121849 0.7870104 0.4612205 0.739501243 -6.527095907 3604
TNFSF10 -0.15936794 10.91806 -0.34108542 0.74494587 0.8876010718 -6.7994874265 8743
TNFSF11 0.1544177 3.2767469 0.1697433 0.8707903 0.942863927 -6.850517332 8600
TNFSF12 -0.9626505 11.022996 -2.605495 0.04036141 0.190228134 -4.260147062 8742
TNFSF13 -0.9459791 7.8168923 -2.346173 0.05735526 0.2327666 -4.622625627 8741
TNFSF13B -0.1167207 6.3212806 -0.2415948 0.8171387 0.919752755 -6.833584474 10673
TNFSF14 -1.257979 4.4058103 -2.621628 0.03949787 0.187690996 -4.23766038 8740
TNFSF15 -1.78918435 3.20387965 -2.6481895 0.097592611 0.270052062 -4.2181781765 9966
TNFSF18 -0.02348764 1.4559231 -0.02569738 0.980332 0.991484363 -6.866724665 8995
TNFSF4 -0.1450738 5.9405357 -0.2284589 0.8268763 0.924039418 -6.837115123 7292
TNFSF8 0.1865975 1.3420143 0.2446876 0.8148511 0.918556351 -6.832725063 944
TNFSF9 -0.121610595 3.7858568 -0.6620896 0.49838425 0.6806129535 -6.2672583155 8744
TNIK -2.296594 4.5656096 -5.234426 0.001948495 0.036957619 -1.024187037 23043
TNIP1 -0.0912160895 8.5771024 -0.361978805 0.733164 0.873284557 -6.7132646145 10318
TNIP2 0.3875783 8.7799908 1.366661 0.2207241 0.504910687 -5.930120453 79155
TNIP3 -0.04640346 1.8759472 -0.07686444 0.9412303 0.974556749 -6.8636977 79931
TNK1 -0.5318826 5.7069534 -1.835803 0.1160483 0.350134885 -5.327736158 8711
TNK2 -0.164635566666667 8.1204331 -0.476374666666667 0.4258485 0.699150117666667 -6.42967561333333 10188
TNKS -0.999029666666667 5.2759581 -3.77313233333333 0.0216696663333333 0.119422486 -2.837190658 8658
TNKS1BP1 0.06876463 8.2532969 0.2861688 0.784372 0.904580926 -6.820166332 85456
TNKS2 -0.1973489 6.6972 -0.7862897 0.4616118 0.739798862 -6.527688472 80351
TNMD -1.998949 3.0244727 -1.207303 0.2727423 0.565080162 -6.114984085 64102
TNN -0.2574513 2.7903301 -0.2980841 0.7756912 0.900352052 -6.816205601 63923
TNNC1 -0.3770473 5.495738 -0.6824387 0.5204225 0.777034706 -6.608350744 7134
TNNC2 -1.403676 7.0058102 -1.987265 0.09406909 0.308166818 -5.121431008 7125
TNNI1 0.6066503 3.6623153 1.757046 0.1294202 0.373571815 -5.433316155 7135
TNNI2 -0.08665861 5.9198099 -0.1255134 0.9042169 0.958161254 -6.858025964 7136
TNNI3 1.402922 4.0185078 1.836281 0.1159715 0.350060879 -5.327092316 7137
TNNI3K -0.2788928 1.8912253 -0.39003815 0.7099777 0.873345443 -6.780413301 51086
TNNT1 -1.00118 4.1136608 -1.89348 0.1071311 0.333391524 -5.249626837 7138
TNNT2 -0.814615466666667 4.12235943333333 -1.5309767 0.226974936666667 0.469061604666667 -5.66371714766667 7139
TNNT3 0.093994715 4.4120956 0.213419975 0.8402764 0.9302153725 -6.8272924005 7140
TNP1 0.5509205 2.8779966 0.5966521 0.5725473 0.804382391 -6.667578316 7141
TNP2 0.17536025 1.93067095 0.27295325 0.7945177 0.9092241975 -6.8220700215 7142
TNPO1 -0.10090102 9.2134967 -0.304984133333333 0.5885613 0.766347307333333 -6.49507125733333 3842
TNPO2 -0.2043363 5.5462494 -0.9356377 0.41535095 0.671456396 -6.345653202 30000
TNPO3 -0.1523793 7.4206757 -0.7074617 0.5058147 0.768608112 -6.589790074 23534
TNR 0.1881091 4.5816491 0.7642891 0.4736688 0.748173649 -6.545564447 7143
TNRC18 -0.28480178 8.41224756 -1.20184562 0.342838488 0.5629399844 -5.891584097 84629
TNRC4 -0.5536223 3.4003606 -1.008298 0.3522275 0.649709857 -6.325556804 11189
TNRC6A -0.487822036666667 4.4845447 -2.43855061666667 0.360975165 0.468004653666667 -4.313671725 27327
TNRC6B -0.580727525 9.025512175 -2.46528475 0.1109574175 0.279628039 -4.4269007005 23112
TNRC6C -0.585097666666667 5.89304263333333 -1.60220636666667 0.26519257 0.492678851333333 -5.525676746 57690
TNS1 -2.8667005 6.0716927 -11.085555 3.30199425e-05 0.008645829 3.17337145925 7145
TNS3 -1.424718 6.00467015 -3.0794705 0.02339776 0.137093301 -3.6123443375 64759
TNS4 -5.378078 6.8964051 -4.797764 0.003007142 0.046105759 -1.490291716 84951
TNXB -0.413574382 7.9514278 -1.144054056 0.4182333966 0.6049810904 -5.4282314582 7148
TOB1 0.3034051 9.6520796 0.8434832 0.44137485 0.7120082715 -6.461228819 10140
TOB2 -0.21061693 8.88020715 -0.8753734 0.4862518 0.686524843 -6.3205188445 10766
TOE1 -0.27107655 8.63228665 -0.9567904 0.37702145 0.6720182165 -6.3735060975 114034
TOLLIP 0.4325509 7.4820521 1.81529805 0.291213795 0.468620907 -5.176155587 54472
TOM1 0.1159724 6.9910837 0.487232 0.6433814 0.843065032 -6.732767544 10043
TOM1L1 0.176287833333333 7.3035435 0.426355163333333 0.6944676 0.860772442 -6.72744151 10040
TOM1L2 -0.3102204 7.94027935 -0.89485295 0.40642555 0.6974618605 -6.431737373 146691
TOMM20 0.28060441 10.97682505 0.981515105 0.52900145 0.655764888 -6.0527382505 9804
TOMM20L 0.2953319 6.5782525 1.39013 0.213865 0.495605311 -5.901856723 387990
TOMM22 0.2946245 10.2793687 1.377109 0.2176462 0.500707473 -5.917568191 56993
TOMM34 0.4755825 5.4059502 2.5360055 0.044339345 0.200462588 -4.357140613 10953
TOMM40 0.486121033333333 7.2277953 2.35483166666667 0.0642288933333333 0.241186908333333 -4.609035413 10452
TOMM40L -0.692796 8.4267084 -2.111096 0.07924994 0.27982215 -4.950423736 84134
TOMM5 0.4484138 11.6675652 2.451885 0.04966115 0.213379347 -4.474733212 401505
TOMM6 0.1446195 11.4126986 0.7484518 0.4824828 0.753006386 -6.558174675 100188893
TOMM7 -0.05061416 14.32629145 -0.11605831 0.87887695 0.9468480525 -6.844650387 54543
TOMM70A 0.5273527 7.8874824 2.263488 0.06423711 0.249447132 -4.738207728 9868
TOP1 0.1177695 9.1333389 0.4826799 0.6464272 0.844304019 -6.735218515 7150
TOP1MT 0.8668377 10.8355965 1.769441 0.1272196 0.370114942 -5.41679022 116447
TOP1P2 0.07593285 7.995699 0.3251329 0.7561181 0.891712278 -6.806633686 7152
TOP2A 3.393934 4.3997006 3.652081 0.0106787 0.089309621 -2.852753651 7153
TOP2B -0.4451257 12.0758318 -1.523778 0.1783965 0.447931681 -5.736515731 7155
TOP3A 0.2159491 7.1459375 1.029774 0.3428251 0.640784343 -6.304063259 7156
TOP3B 0.2274375 6.053841 1.012673 0.3502955 0.647712129 -6.321204149 8940
TOPBP1 -0.4848863 6.2172601 -1.282681 0.246922 0.536784277 -6.029148656 11073
TOPORS -0.1209085 8.2699587 -0.526342 0.61753 0.829100272 -6.710840037 10210
TOR1A 0.09068756 8.0146801 0.3528102 0.7362936 0.883322373 -6.796010643 1861
TOR1AIP1 -0.740892233333333 7.6339404 -2.438744 0.0513477233333333 0.217394137666667 -4.493222817 26092
TOR1AIP2 0.3828208 5.276418 1.553339 0.1713308 0.438052061 -5.699029094 163590
TOR1B 0.1252028 7.9702202 0.495038 0.6381761 0.840295532 -6.728515207 27348
TOR2A 0.28533615 6.11567825 1.310883 0.2379067 0.525428782 -5.9961737525 27433
TOR3A 0.4406139 10.1509605666667 1.9472988 0.220454866666667 0.396757663333333 -5.04609407933333 64222
TOX -1.09788785 3.49416735 -1.7193487 0.387614785 0.5104744595 -5.1851238155 9760
TOX2 -1.108786 8.5694346 -2.46174 0.0490013 0.211591829 -4.460948151 84969
TOX3 1.0021049 5.2590866 1.5213335 0.1817041 0.4506242625 -5.736471208 27324
TOX4 -0.1875809 10.4958448 -0.9390627 0.383944 0.679983061 -6.392629869 9878
TP53 0.42821646 4.67275263 1.52558571 0.209599596 0.4695293514 -5.6999467784 7157
TP53BP1 0.1547927 9.619759 0.5212557 0.6208594 0.830944394 -6.713779264 7158
TP53BP2 0.1910928 8.242728 0.6105077 0.5639184 0.800714835 -6.658483759 7159
TP53I11 0.9447225 8.58390203333333 2.615488 0.085604138 0.264167458 -4.290757966 9537
TP53I13 -0.74027215 7.8842033 -2.0363065 0.088667575 0.2982107195 -5.053390476 90313
TP53I3 -1.565421 8.2140994 -2.73196 0.03409525 0.173232345 -4.0842521 9540
TP53INP1 0.4862367 11.8052998 1.944497 0.09981474 0.319297939 -5.180055871 94241
TP53INP2 -1.033631 6.9573519 -2.384731 0.05441338 0.225130365 -4.568684155 58476
TP53RK 0.2261579 7.15981145 0.7673922 0.47375995 0.7461432815 -6.5396105545 112858
TP53TG1 0.4612526 10.6575035 2.033787 0.08840748 0.297160284 -5.0572449815 11257
TP53TG3 -1.26616476666667 3.21715463333333 -2.15904366666667 0.0786531466666667 0.274793983666667 -4.882049914 24150
TP53TG5 -0.3552883 1.4273927 -0.5191771 0.6222229 0.831829473 -6.714972998 27296
TP63 -3.7821215 5.96720825 -4.256199 0.0113749315 0.0821088655 -2.210865858 8626
TP73 -1.54719882727273 2.40275722727273 -4.555182 0.0223288021890909 0.112817596090909 -2.22845661336364 7161
TPBG -3.095306 6.8531284 -5.122856 0.002171772 0.03891812 -1.140589527 7162
TPCN1 -0.85386085 7.5800204 -3.13225325 0.0268058915 0.14132613475 -3.55091188275 53373
TPCN2 -0.3426877 6.9678671 -0.6029142 0.5686376 0.802681984 -6.66349086 219931
TPD52 0.57312315 11.3514316 2.4720385 0.073274155 0.247232942 -4.4479002865 7163
TPD52L1 -0.5037068 11.6994619 -1.767097 0.1276328 0.370766086 -5.419917517 7164
TPD52L2 -0.1771571 7.3482516 -0.7862832 0.4616154 0.739798862 -6.527693872 7165
TPD52L3 -0.04304212 0.8737444 -0.1277339 0.90293105 0.9576605495 -6.8536495795 89882
TPH1 -0.863704 2.015368 -2.256448 0.06486139 0.250658402 -4.748039099 7166
TPH2 0.304185433333333 1.24603283333333 0.598850033333333 0.5786384 0.802632823 -6.64724194166667 121278
TPI1 0.7287739 12.7398859 3.060971 0.02219571 0.134365228 -3.632493518 7167
TPK1 0.07108069 7.3909639 0.1572615 0.8801971 0.946583031 -6.85286236 27010
TPM1 -1.46498527666667 11.4772496833333 -5.97886836666667 0.215658238233333 0.298074140833333 -1.26143746216667 7168
TPM2 -3.513394 13.3505414 -7.335224 0.00033303245 0.015863374 0.8596858485 7169
TPM3 -0.370657377272727 7.884011 -0.695120545454545 0.507630416363636 0.688005981727273 -6.21537206272727 7170
TPM4 -0.4299145 9.957644125 -1.237303 0.275633625 0.56159261825 -6.0637975275 7171
TPMT 0.3398368 6.40642463333333 0.900437466666667 0.470310533333333 0.689252307333333 -6.31861850866667 7172
TPO -1.451545 3.9645374 -2.430567 0.05112064 0.216851969 -4.50455511 7173
TPP1 -0.4923974 7.52847 -2.080651 0.08265764 0.285778303 -4.992618034 1200
TPP2 0.1386792 7.7012723 0.439185 0.6759016 0.858610147 -6.757557825 7174
TPPP 0.2570956 2.6219564 0.4484611 0.6695601 0.856038152 -6.752958479 11076
TPPP2 -0.03662601 3.3110991 -0.07017451 0.9463351 0.977106363 -6.864264891 122664
TPPP3 -0.5409942 6.5359968 -1.586924 0.1636237 0.427383159 -5.656074743 51673
TPR 0.1122958 10.8260688 0.3855145 0.23994885 0.509565306 -5.868680229 7175
TPRG1 -2.307431 4.023687 -8.878062 0.0001136421 0.010702089 1.946324143 285386
TPRG1L 0.6531395 9.4174238 2.977921 0.02470125 0.142627884 -3.745551477 127262
TPRKB 0.5585737 10.2244687 2.542964 0.04390284 0.199501157 -4.347412335 51002
TPRX1 0.4735169 3.4685624 0.7793171 0.4654094 0.742598418 -6.533398674 284355
TPRXL -2.479456 4.0357327 -9.477045 7.858398e-05 0.009385329 2.313608272 348825
TPSAB1 -1.57251 6.4191728 -3.784798 0.009127864 0.081981408 -2.684490874 7177
TPSD1 -1.04781 2.6763969 -5.156943 0.002100611 0.038422994 -1.104832491 23430
TPSG1 -0.1158893 15.3884625 -0.4239441 0.6863842 0.862653468 -6.764918834 25823
TPST1 -0.07063248 9.1633284 -0.2162184 0.8359807 0.92841765 -6.84023052 8460
TPST2 -0.2992268 8.3898664 -0.755332 0.4786399 0.751032812 -6.552723191 8459
TPT1 -0.5126868 14.9465442666667 -2.51758033333333 0.04735194 0.206937148333333 -4.38320827833333 7178
TPTE -0.6511801 3.37774635 -0.72364135 0.47228745 0.652171287 -6.165874983 7179
TPTE2 0.7187321 2.2366252 0.9171194 0.3944473 0.689732389 -6.413154202 93492
TPTEps1 -0.1739566 1.6018888 -0.2978289 0.7758767 0.900360513 -6.81629206 440140
TPX2 3.470766 5.0361996 4.217818 0.005573975 0.063764296 -2.154368632 22974
TRA@ -0.592348615 3.78043895 -0.72376855 0.4322444 0.623870483 -6.0919176285 6955
TRA2A -0.246090455 6.64133505 -0.8021585 0.5429008 0.710885456 -6.3343483075 29896
TRABD 0.37269525 10.2706415 1.5011485 0.289742245 0.507339128 -5.6341497565 80305
TRADD -0.3133732 12.1590409 -1.644665 0.1511391 0.408064761 -5.581385511 8717
TRAF1 -0.7298744 5.85248105 -2.1238054 0.3256472335 0.4628510415 -4.7248202765 7185
TRAF2 -0.01060335 9.1058141 -0.03598286 0.9724632 0.987782351 -6.86635859 7186
TRAF3 -0.244564 7.1060806 -0.61505925 0.57512945 0.794613758 -6.6228449065 7187
TRAF3IP1 -0.61753195 7.9259252 -2.688195 0.037178375 0.180046185 -4.1459304585 26146
TRAF3IP2 -1.977534 4.3688577 -2.6889705 0.05374635 0.206485947 -4.156266139 10758
TRAF3IP3 -0.732083133333333 5.0396233 -1.7183462 0.21031198 0.426546958 -5.39810344433333 80342
TRAF4 0.7749595 9.040926 2.373678 0.05524024 0.227381075 -4.584148964 9618
TRAF5 -1.237897 8.6870503 -2.078711 0.0828797 0.286084646 -4.995302822 7188
TRAF6 -0.4552423 6.8539762 -2.045379 0.08679279 0.294266589 -5.041386926 7189
TRAF7 0.2895804 7.65629295 1.2291286 0.40551086 0.581849769 -5.881347488 84231
TRAFD1 0.2322337 6.0103039 1.146627 0.2951937 0.590636665 -6.181783066 10906
TRAIP 0.301259 8.1132645 1.139972 0.2977493 0.593887969 -6.188977803 10293
TRAK1 -0.8153662 6.96497905 -2.1943339 0.18998967 0.3840343475 -4.760472526 22906
TRAK2 -0.6915989 7.49356595 -2.4456065 0.053106465 0.2201933155 -4.4838104455 66008
TRAM1 0.3126897 12.5428582 0.7886002 0.4603583 0.738788841 -6.525787227 23471
TRAM1L1 0.50587445 6.9875158 2.3410345 0.068714515 0.24889723 -4.6278698385 133022
TRAM2 0.07448982 5.75426295 0.3153572 0.7019665 0.8598729915 -6.7125727055 9697
TRAP1 0.6644398 9.8558954 2.186425 0.07142328 0.264811856 -4.845701567 10131
TRAPPC1 -0.07903451 8.2646136 -0.3239742 0.7569526 0.892112104 -6.80706016 58485
TRAPPC10 0.1019838 8.5130693 0.4332621 0.679966 0.860384415 -6.760447442 7109
TRAPPC2 -0.59625 7.5138379 -2.911246 0.02693484 0.150525614 -3.83683182 6399
TRAPPC2L -0.26378035 7.92926135 -1.22814285 0.2730598 0.453987059 -5.077259867 51693
TRAPPC3 0.5610417 10.1672249 1.785537 0.1244164 0.365120247 -5.395277322 27095
TRAPPC4 4.182298e-05 11.3697186 0.0001414325 0.9998917 0.999913951 -6.867105742 51399
TRAPPC5 0.08859025 11.57182435 0.35142715 0.7383937 0.885618995 -6.792330338 126003
TRAPPC6A 0.1823522 10.5634995 0.7872465 0.4610924 0.739387128 -6.526901723 79090
TRAPPC6B -0.01561817 3.12656995 -0.0689028 0.80865575 0.915161483 -6.8274875185 122553
TRAPPC9 -0.06387352 8.4744663 -0.2471985 0.8129955 0.917838896 -6.832019468 83696
TRAT1 0.03119951 2.9398245 0.05248137 0.9598487 0.982951301 -6.865516544 50852
TRBV5-4 -1.290898 7.2369747 -2.488914 0.04722933 0.207437639 -4.422947224 28611
TRDMT1 -0.1560072 4.63580283333333 -0.272752533333333 0.586489166666667 0.794157293 -6.616747487 1787
TRDN 0.321798445 1.3075744 0.43740225 0.68661125 0.8562192925 -6.728677205 10345
TREH 0.1649855 2.2791171 0.1647116 0.8745797 0.944513345 -6.851484009 11181
TREM1 0.924221 2.0571825 1.031458 0.3420962 0.640097306 -6.302363827 54210
TREM2 0.95765585 5.54075185 2.219255 0.06888994 0.2580183605 -4.7997046335 54209
TREML1 0.37807875 3.6215735 0.388173 0.1658324 0.413523144 -5.524626861 340205
TREML2 -0.144020245 2.5276492 -0.25433024 0.81292245 0.917542335 -6.802818828 79865
TREML3 -0.1219079 0.6472157 -0.3309588 0.7519276 0.890058109 -6.804466985 340206
TREML4 -0.9057011 1.2394697 -1.273277 0.2500214 0.540484593 -6.040021043 285852
TRERF1 -1.5270885 5.8985855 -2.3504225 0.064793835 0.2422549355 -4.615542924 55809
TREX1 0.5163815 9.6048156 1.979736 0.09505598 0.310113432 -5.131771299 11277
TREX2 -0.5887489 0.960912 -0.7195938 0.4988313 0.764239777 -6.580588059 11219
TRGV5 -1.481215 4.8215046 -2.394319 0.05370665 0.223046856 -4.555269367 6978
TRGV7 -0.1396885 2.1107646 -0.1402665 0.8930395 0.952949501 -6.855769734 6981
TRH -0.4051152 1.9636249 -0.4558199 0.6645505 0.853463233 -6.749245934 7200
TRHDE 0.132959 0.8936418 0.7543914 0.479164 0.751308855 -6.553470884 29953
TRHR 0.5516308 0.6351488 2.069826 0.08390496 0.288077334 -5.007599134 7201
TRIAP1 0.1827168 9.0263301 0.7987804 0.4548637 0.735189564 -6.517356448 51499
TRIB1 1.99947 9.63876785 6.1188355 0.00106672145 0.0262776655 -0.194997598 10221
TRIB2 0.216009185 6.9633095 0.418781185 0.7064327 0.861759657 -6.712917484 28951
TRIB3 0.4177132 9.5534171 0.91468405 0.4163244 0.6808121835 -6.3801727075 57761
TRIM10 -0.143191233333333 4.1400835 -0.349802766666667 0.457171533333333 0.713653784333333 -6.452473889 10107
TRIM11 0.5656885 10.20826625 1.955183 0.09843448 0.316673854 -5.165365715 81559
TRIM13 -0.9819861 9.9771381 -3.594117 0.0223362565 0.12139341 -2.996707631 10206
TRIM14 0.124229565 6.439907875 0.293663525 0.727972225 0.8781938555 -6.77518329125 9830
TRIM15 0.43106645 1.88209155 0.652988 0.5704998 0.773423156 -6.556135969 89870
TRIM16L 0.5015912 7.8396331 1.938907 0.1005914 0.320915676 -5.187698944 147166
TRIM17 -0.6072871 3.5113771 -1.470353 0.1918644 0.466908417 -5.803459685 51127
TRIM2 -2.4669455 9.00548025 -5.5163395 0.0014924375 0.0322344825 -0.7381123675 23321
TRIM21 -0.3209448 6.5357483 -0.6412153 0.5450804 0.791010821 -6.637675075 6737
TRIM22 -1.746574 6.91529005 -2.733419 0.0347825 0.17358132 -4.08302704 10346
TRIM23 -0.70350555 4.83468935 -2.949306 0.026093175 0.1472315145 -3.785640543 373
TRIM24 0.7488002 11.9280214 2.542101 0.04395397 0.199655676 -4.348617742 8805
TRIM25 0.30454045 7.3167172 1.4345875 0.21398205 0.486789055 -5.8322797185 7706
TRIM26 0.0586156433333333 8.13209763333333 0.197272766666667 0.673413766666667 0.850826939333333 -6.727213614 7726
TRIM27 1.2420075 9.85907845 5.967811 0.0010294673 0.0267185675 -0.3082088755 5987
TRIM28 0.2727768 10.8138403 1.306464 0.2392346 0.526807166 -6.001452018 10155
TRIM29 -4.7683005 5.76851975 -6.145985 0.0008814293 0.0247779485 -0.1437899025 23650
TRIM3 0.02433932 3.6728678 0.068105 0.9479148 0.977803922 -6.864429915 10612
TRIM31 0.2372743 0.700895 0.7323061 0.491584 0.759430707 -6.570805241 11074
TRIM32 -0.18546335 7.3025259 -0.53947795 0.6143129 0.823326436 -6.6893693855 22954
TRIM33 0.102264755 10.4901621 0.52182515 0.623039 0.830210054 -6.7066951825 51592
TRIM34 -1.4253167 5.73535025 -2.729628 0.052800695 0.203405312 -4.102804601 53840
TRIM35 -0.174665785 8.9296852 -0.5909727 0.56321295 0.7366354175 -6.418814976 23087
TRIM36 2.0041415 8.4545902 4.6729535 0.0044883115 0.053807122 -1.665235374 55521
TRIM37 0.477496 7.67402505 1.4548875 0.2290322 0.4905107975 -5.782223095 4591
TRIM38 -0.88792945 6.1433982 -2.132804 0.1492036 0.3515200965 -4.874313351 10475
TRIM39 -0.1379941 8.3285468 -0.6193937 0.5584265 0.797866062 -6.652554327 56658
TRIM4 -0.2030817 8.585409 -0.85267765 0.43095175 0.711508089 -6.4635052065 89122
TRIM40 0.5034061 2.2426126 0.6774663 0.5233579 0.778759259 -6.611971152 135644
TRIM41 0.29522345 7.43414265 1.16234155 0.2990321 0.588740132 -6.150719653 90933
TRIM42 0.1696924 1.73292225 0.1786871 0.36176955 0.6513413555 -6.31987171 287015
TRIM43 -0.7768554 1.7347648 -1.510601 0.1816339 0.452778943 -5.753126991 129868
TRIM44 -0.0244557433333333 8.2330757 -0.110089756666667 0.916404566666667 0.963674208666667 -6.85523684133333 54765
TRIM45 -0.56365145 7.57243905 -1.9184965 0.10542558 0.3291059815 -5.213985551 80263
TRIM46 -0.50774165 3.66634395 -1.137992 0.29936465 0.5948929405 -6.1898879075 80128
TRIM47 -1.324013 7.9782631 -5.620039 0.001355405 0.030661049 -0.635599467 91107
TRIM48 -0.2701855 1.5824553 -0.3848992 0.7135853 0.87505013 -6.782655346 79097
TRIM49 0.3027556 2.2591991 0.3312838 0.7516941 0.889973802 -6.80434504 57093
TRIM5 -0.51089145 6.08578355 -1.454557 0.2302717 0.4911432165 -5.781192209 85363
TRIM50 -0.2391202 4.0981682 -0.6513942 0.538924 0.786961585 -6.630581091 135892
